"Sample_ID,Temperature,Pressure,Vibration,Speed,Voltage,Response"
"667,80.06,105.78,0.68,1161.37,221.44,1"
"668,105.61,96.16,0.26,1268.17,217.22,1"
"669,100.78,92.27,0.14,1391.91,223.94,1"
"670,98.49,100.39,1.07,1895.69,215.95,0"
"671,84.68,99.62,0.84,1826.06,223.46,1"
"672,83.82,96.25,0.91,1360.47,223.43,0"
"673,64.87,129.7,0.27,1988.42,229.55,1"
"674,99.57,113.11,1.05,1289.44,219.35,1"
"675,84.67,107.1,0.46,1564.23,227.01,1"
"676,116.07,117.56,1.01,1556.19,225.59,0"
"677,109.1,91.61,1.08,1991.96,215.88,0"
"678,105.92,100.12,1.05,1102.84,212.52,1"
"679,100.43,123.88,0.46,1676.48,221.88,1"
"680,100.95,113.01,0.57,1275.92,225.37,1"
"681,101.54,99.33,0.79,1747.08,214.37,1"
"682,67.86,114.24,1.03,1045.0,224.68,0"
"683,88.71,127.15,0.47,1465.34,210.27,1"
"684,75.52,91.11,0.79,1426.4,220.96,1"
"685,77.76,116.55,1.16,1050.42,227.81,0"
"686,93.84,110.01,0.18,1089.88,222.02,1"
"687,115.04,106.26,0.26,1714.72,215.87,1"
"688,101.87,126.01,0.97,1676.36,223.59,1"
"689,77.75,90.04,0.4,1217.89,223.24,1"
"690,95.61,90.65,0.9,1323.53,223.3,1"
"691,80.56,95.38,0.2,1831.52,228.37,1"
"692,66.21,106.08,0.9,1779.82,212.36,0"
"693,102.73,104.26,0.38,1012.9,220.81,1"
"694,117.46,112.63,0.67,1085.06,220.98,0"
"695,96.43,105.55,0.36,1094.97,216.3,0"
"696,70.61,129.49,0.59,1531.87,227.47,1"
"697,94.96,122.5,0.46,1305.74,218.05,1"
"698,100.93,102.61,0.25,1632.4,212.57,1"
"699,101.61,118.02,0.93,1872.86,220.0,1"
"700,97.15,97.47,0.13,1284.54,218.86,1"
"701,111.0,97.85,0.24,1963.48,212.16,1"
"702,95.13,111.65,0.19,1057.03,212.11,1"
"703,92.66,99.35,0.8,1820.07,210.83,1"
"704,101.36,100.09,0.44,1613.64,227.96,1"
"705,94.99,119.21,0.5,1640.97,219.32,1"
"706,102.1,112.26,0.49,1911.34,210.42,1"
"707,63.41,120.66,0.87,1331.35,223.51,0"
"708,105.38,108.17,0.55,1934.73,215.02,1"
"709,95.07,128.77,0.52,1062.04,216.79,1"
"710,69.72,116.32,1.2,1451.74,217.09,0"
"711,66.91,125.33,0.56,1387.27,223.19,1"
"712,98.89,92.46,1.0,1940.5,222.98,1"
"713,69.09,109.1,0.76,1581.74,218.03,1"
"714,67.61,105.67,0.28,1734.37,214.18,1"
"715,93.14,113.81,1.06,1576.98,216.91,1"
"716,92.42,93.17,0.72,1908.02,217.93,1"
"717,68.61,96.06,0.58,1595.68,211.61,1"
"718,105.31,113.46,1.01,1080.19,219.54,0"
"719,109.72,121.34,0.4,1940.88,212.49,1"
"720,118.26,97.09,0.89,1040.29,218.11,0"
"721,94.84,127.44,0.84,1481.28,226.19,1"
"722,61.32,129.3,0.19,1814.39,215.61,0"
"723,86.39,115.76,0.52,1054.57,221.99,1"
"724,82.99,98.65,0.59,1048.36,226.41,1"
"725,95.28,104.12,0.98,1554.69,226.52,1"
"726,107.06,113.94,0.56,1957.95,220.82,1"
"727,73.23,115.03,0.73,1184.84,211.19,1"
"728,105.82,110.94,0.35,1666.52,211.6,1"
"729,69.8,97.38,0.32,1386.71,211.02,1"
"730,90.7,109.33,0.52,1839.15,212.91,1"
"731,63.72,92.85,0.73,1566.02,227.56,1"
"732,117.59,91.95,0.21,1044.07,213.71,1"
"733,98.73,91.82,1.14,1842.17,215.93,0"
"734,70.19,95.08,0.24,1518.56,214.92,1"
"735,119.37,117.37,1.14,1142.56,217.64,0"
"736,64.61,90.17,0.84,1641.82,218.22,0"
"737,84.93,90.96,0.47,1177.08,211.97,1"
"738,95.96,119.15,0.45,1393.15,214.74,1"
"739,70.74,121.9,0.85,1546.93,219.5,1"
"740,64.36,101.22,0.48,1782.43,229.85,0"
"741,112.46,123.22,0.35,1399.33,218.19,1"
"742,70.85,121.97,0.47,1730.87,218.4,1"
"743,109.96,122.17,1.05,1059.62,223.84,0"
"744,84.95,111.94,0.54,1519.61,229.93,1"
"745,100.53,105.84,0.25,1158.74,228.99,1"
"746,114.42,129.66,0.33,1355.44,223.38,1"
"747,85.1,104.31,0.75,1575.59,213.23,1"
"748,93.21,112.81,0.33,1742.27,210.5,1"
"749,106.81,112.56,0.39,1694.95,221.35,1"
"750,104.1,114.4,0.64,1133.18,215.23,1"
"751,95.96,110.55,0.42,1006.46,219.92,1"
"752,104.08,90.96,0.74,1941.47,213.49,1"
"753,65.49,115.03,0.71,1407.37,220.43,1"
"754,71.78,90.9,1.05,1577.12,227.81,1"
"755,108.61,107.19,0.92,1913.04,221.44,0"
"756,76.13,97.95,0.37,1306.42,221.1,1"
"757,85.59,114.62,0.19,1087.79,213.44,1"
"758,72.84,101.33,0.54,1811.87,210.28,1"
"759,100.13,121.95,1.13,1020.14,213.08,1"
"760,87.51,112.58,0.83,1679.07,228.63,1"
"761,103.21,101.49,1.07,1049.22,214.62,1"
"762,75.37,98.83,0.25,1859.11,220.0,1"
"763,74.34,120.32,0.94,1312.6,218.21,0"
"764,118.59,115.82,1.13,1303.39,225.64,0"
"765,101.5,128.63,0.53,1130.72,223.43,1"
"766,94.5,98.27,0.65,1312.19,218.55,1"
"767,104.71,99.29,0.55,1269.16,213.97,1"
"768,114.56,104.81,0.93,1897.0,226.92,0"
"769,117.38,105.07,0.47,1062.43,219.72,0"
"770,74.91,102.68,0.99,1875.49,216.05,1"
"771,111.43,120.59,0.26,1690.32,228.9,1"
"772,79.9,110.02,0.81,1510.57,212.4,0"
"773,108.14,124.46,0.25,1952.39,216.58,1"
"774,105.11,122.48,1.14,1312.92,227.17,0"
"775,102.3,119.68,0.85,1252.31,227.46,0"
"776,63.22,118.7,0.62,1849.1,217.67,0"
"777,110.19,111.96,0.31,1720.38,220.22,1"
"778,87.65,123.15,1.01,1709.39,212.11,1"
"779,100.26,117.88,0.5,1879.28,224.51,1"
"780,84.47,125.46,0.15,1961.42,223.58,1"
"781,76.23,99.95,1.14,1298.27,225.51,0"
"782,68.36,90.43,0.7,1975.78,217.38,1"
"783,80.65,110.82,0.58,1879.91,220.11,1"
"784,68.3,129.31,0.37,1073.36,223.26,1"
"785,84.91,106.89,0.96,1195.71,226.41,0"
"786,85.14,108.32,0.38,1752.11,220.26,1"
"787,95.76,129.83,0.58,1920.69,216.9,1"
"788,72.25,106.75,0.34,1000.23,228.3,1"
"789,104.54,96.71,0.23,1067.6,224.48,1"
"790,85.83,94.77,0.66,1348.83,217.5,1"
"791,103.12,94.42,0.14,1994.33,214.65,1"
"792,71.39,91.56,0.53,1802.4,216.82,1"
"793,100.54,110.36,1.05,1866.04,210.2,1"
"794,87.64,129.55,0.63,1986.9,225.09,1"
"795,92.3,129.69,1.04,1097.37,224.13,0"
"796,60.42,106.14,0.36,1818.87,216.75,1"
"797,60.04,102.31,0.37,1233.57,211.36,0"
"798,93.33,101.65,0.56,1376.87,227.52,1"
"799,89.58,103.21,0.22,1953.4,211.2,1"
"800,77.88,102.82,0.28,1783.16,212.45,1"
"801,67.43,92.82,1.1,1190.13,226.43,0"
"802,64.67,128.22,0.37,1859.65,213.38,1"
"803,60.79,110.47,0.95,1934.8,228.18,1"
"804,113.29,97.97,0.41,1288.97,217.54,1"
"805,92.67,96.4,0.86,1167.57,216.21,0"
"806,107.79,119.58,0.81,1155.77,220.94,0"
"807,82.64,106.54,0.14,1273.99,229.11,1"
"808,81.14,91.72,0.3,1392.22,228.96,1"
"809,105.81,94.35,1.18,1381.62,225.5,0"
"810,97.66,97.68,0.26,1938.06,228.35,1"
"811,97.53,122.33,0.18,1334.79,216.27,1"
"812,81.36,95.94,0.76,1814.38,217.64,1"
"813,71.8,99.5,0.43,1642.8,222.02,1"
"814,81.75,122.96,0.32,1469.04,226.02,1"
"815,66.59,125.35,0.48,1683.87,210.51,1"
"816,78.97,92.23,0.77,1240.8,217.74,1"
"817,68.83,101.92,0.2,1910.83,210.12,1"
"818,67.39,102.31,1.12,1161.69,229.32,0"
"819,104.49,111.87,1.07,1553.99,220.69,0"
"820,69.97,126.66,0.46,1372.08,225.2,1"
"821,117.12,119.52,0.76,1880.9,210.99,0"
"822,87.9,99.08,0.92,1919.21,218.48,0"
"823,117.69,107.79,0.64,1351.65,228.19,1"
"824,105.73,122.47,0.48,1433.69,226.97,1"
"825,107.64,127.64,0.79,1741.63,226.1,1"
"826,83.7,92.05,0.54,1673.76,219.01,1"
"827,81.42,115.39,0.31,1749.37,220.91,1"
"828,77.51,119.94,0.63,1216.03,229.35,1"
"829,117.43,107.08,0.62,1897.96,220.5,1"
"830,75.13,107.87,0.24,1205.98,210.02,1"
"831,118.64,99.69,0.83,1839.1,221.01,0"
"832,103.69,114.01,0.9,1769.75,229.51,1"
"833,80.5,115.94,0.18,1897.4,212.39,1"
"834,108.94,113.89,0.53,1473.44,227.09,1"
"835,112.18,93.53,0.95,1847.55,213.64,0"
"836,69.93,118.26,0.69,1635.32,213.93,1"
"837,62.49,102.88,0.72,1857.93,223.34,1"
"838,117.19,118.77,1.12,1527.59,215.18,0"
"839,103.57,94.85,0.43,1532.47,221.29,1"
"840,69.98,105.19,0.78,1969.82,224.55,1"
"841,105.73,113.67,0.31,1666.69,222.47,1"
"842,89.39,111.15,0.47,1519.31,213.95,1"
"843,71.15,93.4,0.58,1658.31,218.75,1"
"844,93.49,103.88,1.13,1922.65,220.05,0"
"845,104.23,91.47,0.62,1336.32,228.41,1"
"846,93.17,119.63,0.63,1085.4,229.45,1"
"847,96.85,99.46,0.63,1429.15,211.5,1"
"848,110.25,99.59,0.31,1504.91,225.37,1"
"849,94.61,94.77,0.14,1052.74,226.68,0"
"850,62.71,107.52,1.03,1262.41,218.43,0"
"851,86.94,113.1,0.73,1332.43,216.31,1"
"852,82.01,93.98,0.94,1966.27,229.4,1"
"853,96.05,118.03,0.41,1630.77,219.11,1"
"854,105.47,101.28,0.45,1924.64,211.12,1"
"855,114.77,114.41,0.7,1249.74,216.87,1"
"856,93.55,110.59,0.21,1016.03,229.27,1"
"857,96.19,93.19,0.85,1932.57,221.51,0"
"858,94.9,120.65,0.55,1879.84,222.97,1"
"859,97.41,95.25,0.44,1201.79,228.18,1"
"860,100.58,102.04,0.3,1756.45,219.48,1"
"861,97.0,91.61,0.46,1468.56,212.96,1"
"862,72.55,95.21,0.32,1769.06,218.51,1"
"863,61.26,91.38,0.59,1816.66,227.7,0"
"864,92.3,126.53,0.53,1829.57,212.67,1"
"865,105.09,127.65,0.84,1363.4,228.76,0"
"866,79.93,118.03,0.94,1929.4,214.1,1"
"867,104.31,92.55,0.53,1282.77,216.09,1"
"868,98.57,118.71,1.17,1377.2,226.04,0"
"869,112.17,97.23,1.14,1218.77,216.52,1"
"870,83.63,114.33,0.59,1742.37,214.57,1"
"871,78.0,108.97,0.28,1354.8,218.0,1"
"872,95.0,125.37,0.27,1597.81,223.29,1"
"873,102.07,106.43,0.66,1007.35,223.83,1"
"874,62.3,104.73,1.18,1420.74,220.04,1"
"875,103.04,113.28,0.98,1864.37,219.14,0"
"876,83.16,128.67,0.87,1083.22,227.26,0"
"877,64.13,111.99,0.56,1877.75,214.08,1"
"878,93.46,92.18,1.17,1512.62,215.82,0"
"879,111.47,102.2,0.31,1129.07,215.96,1"
"880,88.3,99.1,0.28,1332.73,228.8,1"
"881,119.29,109.41,0.3,1891.14,219.21,1"
"882,119.02,92.01,0.21,1720.46,215.64,0"
"883,62.36,90.87,0.95,1134.43,219.35,0"
"884,85.7,91.08,0.96,1010.51,225.24,1"
"885,85.97,111.42,0.62,1389.21,227.75,1"
"886,80.15,114.6,1.12,1962.06,220.18,0"
"887,76.72,128.35,0.26,1579.83,215.65,1"
"888,84.3,129.95,0.16,1578.54,211.65,1"
"889,86.37,110.42,0.38,1316.46,211.74,1"
"890,117.99,127.79,0.47,1570.85,228.19,0"
"891,108.64,127.93,0.2,1161.45,229.21,1"
"892,60.85,100.31,0.59,1692.91,224.66,1"
"893,77.25,111.53,0.69,1405.65,213.38,1"
"894,111.2,109.93,0.76,1227.26,220.88,1"
"895,90.91,129.61,0.77,1370.97,225.44,1"
"896,83.07,103.88,0.57,1781.78,219.68,1"
"897,94.59,103.68,0.99,1238.29,214.49,1"
"898,75.65,90.36,0.81,1511.09,218.91,1"
"899,94.27,124.54,0.25,1569.21,227.36,1"
"900,103.08,104.88,0.2,1457.9,217.89,1"
"901,74.64,128.67,1.15,1247.63,216.96,1"
"902,118.0,107.74,0.45,1526.09,223.76,0"
"903,104.19,92.07,0.15,1386.29,217.07,1"
"904,89.46,102.83,0.31,1309.47,229.5,1"
"905,86.68,113.06,1.18,1241.6,223.63,1"
"906,96.44,93.54,0.84,1064.09,221.92,1"
"907,72.66,123.66,0.13,1843.81,219.21,1"
"908,68.03,128.13,0.18,1199.09,216.96,1"
"909,92.69,95.03,0.42,1238.75,214.27,1"
"910,102.24,98.7,0.5,1390.92,229.53,1"
"911,108.01,99.67,0.17,1316.9,215.34,1"
"912,106.66,124.33,1.03,1359.68,223.74,0"
"913,63.65,118.06,0.11,1409.18,216.59,1"
"914,105.97,102.16,0.99,1293.92,218.93,1"
"915,101.58,129.49,0.35,1662.32,222.19,1"
"916,69.38,120.07,0.73,1274.67,219.49,1"
"917,94.76,125.56,0.73,1631.72,220.37,1"
"918,73.97,109.68,0.44,1181.76,220.08,1"
"919,75.49,108.56,0.25,1927.75,227.35,1"
"920,66.37,121.04,0.99,1767.76,212.28,1"
"921,110.06,113.09,0.81,1458.36,220.57,0"
"922,98.34,93.26,0.58,1292.66,220.91,1"
"923,101.5,121.8,0.28,1104.31,212.91,1"
"924,91.69,108.69,0.22,1649.56,227.36,1"
"925,97.56,93.01,0.22,1049.31,215.15,0"
"926,75.6,105.4,1.14,1610.38,226.7,1"
"927,66.75,119.44,0.4,1639.11,216.82,1"
"928,75.81,101.17,1.12,1024.64,223.93,1"
"929,110.18,128.98,1.17,1065.28,226.44,0"
"930,98.84,95.13,0.82,1982.48,228.24,0"
"931,62.4,104.49,1.01,1701.5,219.19,0"
"932,85.61,108.76,1.12,1641.09,216.23,1"
"933,63.96,128.9,0.5,1477.87,217.11,1"
"934,99.73,118.61,0.39,1315.67,212.51,1"
"935,62.39,113.91,1.06,1890.83,218.98,0"
"936,64.62,116.83,1.0,1244.66,218.43,1"
"937,112.63,99.73,0.71,1192.49,212.04,1"
"938,109.23,120.4,0.15,1843.73,218.76,1"
"939,92.79,93.65,0.93,1582.44,213.73,0"
"940,71.05,92.28,0.75,1840.35,210.35,1"
"941,94.37,122.78,0.46,1349.61,221.93,1"
"942,61.6,119.41,0.79,1580.76,224.83,1"
"943,72.35,104.1,0.24,1129.86,223.52,1"
"944,117.76,115.13,0.3,1105.65,226.26,1"
"945,97.1,121.26,0.87,1834.46,211.12,1"
"946,111.05,101.45,0.8,1314.16,229.16,1"
"947,94.79,96.66,0.88,1175.89,214.71,0"
"948,114.89,98.47,0.26,1758.98,220.01,1"
"949,68.8,115.84,0.36,1156.76,223.67,1"
"950,105.29,102.38,0.59,1405.47,229.68,1"
"951,77.69,104.18,0.72,1252.32,228.31,1"
"952,113.75,94.14,0.82,1906.99,213.37,1"
"953,87.17,127.83,0.84,1301.59,213.77,0"
"954,65.58,95.75,0.22,1422.94,225.91,1"
"955,67.82,115.74,0.32,1097.61,213.34,1"
"956,109.29,104.16,0.82,1537.28,223.54,1"
"957,97.72,100.64,0.14,1455.57,227.82,1"
"958,109.94,129.66,0.28,1691.78,223.49,1"
"959,119.14,117.47,0.37,1798.56,212.14,1"
"960,114.61,105.31,0.79,1430.14,218.76,1"
"961,105.73,127.45,1.13,1174.78,227.49,1"
"962,75.17,92.69,0.39,1912.21,222.66,1"
"963,75.43,118.78,0.13,1375.32,222.54,1"
"964,109.38,99.4,0.82,1405.2,221.92,0"
"965,61.01,126.38,0.4,1819.68,229.99,0"
"966,75.91,116.51,1.16,1915.81,220.06,1"
"967,68.14,129.1,1.16,1163.73,215.99,0"
"968,76.3,122.64,0.52,1088.4,216.84,1"
"969,97.78,106.65,0.28,1986.18,226.42,1"
"970,64.2,92.27,0.23,1580.77,228.58,1"
"971,110.58,107.84,0.88,1731.87,213.48,0"
"972,98.24,92.83,0.5,1534.8,229.92,1"
"973,108.96,107.28,0.98,1595.41,227.73,0"
"974,96.26,115.2,0.56,1144.31,211.87,0"
"975,112.41,99.46,0.33,1736.04,216.4,1"
"976,69.75,128.39,1.04,1863.79,218.14,1"
"977,68.63,90.34,0.12,1586.6,219.11,1"
"978,60.45,106.91,0.89,1442.69,224.64,0"
"979,108.79,113.54,0.33,1236.72,222.56,1"
"980,84.94,100.33,1.05,1669.27,218.96,0"
"981,72.26,115.07,0.49,1995.65,219.6,1"
"982,93.95,126.67,0.98,1451.13,224.37,1"
"983,89.54,97.69,0.61,1245.82,228.3,1"
"984,117.14,111.32,0.79,1542.94,212.59,1"
"985,65.95,114.92,0.59,1777.98,214.41,1"
"986,84.38,127.06,0.88,1418.92,220.35,0"
"987,119.07,116.66,0.41,1585.81,212.19,1"
"988,70.49,115.92,0.37,1717.56,225.54,1"
"989,96.87,125.7,0.19,1330.91,214.97,1"
"990,83.36,119.3,0.85,1212.08,214.78,0"
"991,84.67,99.37,0.12,1879.39,229.31,1"
"992,80.31,90.28,0.85,1825.44,212.93,0"
"993,107.4,114.65,0.15,1622.55,216.18,1"
"994,106.18,122.44,0.54,1947.15,218.13,1"
"995,89.03,125.9,1.1,1087.42,228.73,1"
"996,107.48,98.04,0.99,1850.13,215.78,1"
"997,62.99,96.0,0.69,1575.79,222.9,0"
"998,117.62,91.78,0.26,1014.01,221.34,1"
"999,99.96,122.91,0.11,1542.02,219.19,1"
"1000,64.33,117.38,0.65,1765.15,219.71,0"
